,fee,last_month,estimate_value,admin,name,trade_first_status,set_up,cumulative_value,grade,manager,scale,last_3_month,last_half_year,type,fund_id,trade_sencond_status,last_3_yesr,setup_date,unit_value,last_year
4234,0.08%,-0.35%,--,泰达宏利基金,泰达宏利亚洲债券(QDII)A,限大额  (,-3.54%,0.9646,jjpj,李安杰,3.08,-4.78%,-4.72%,QDII,3463,),--,2016-10-14,0.9646,-5.65%
4235,,0.00%,1.0032,信达澳银基金,信达澳银新目标混合,限大额  ,18.59%,1.1900,jjpj,冯士祯,1.99,-0.80%,3.93%,混合型,3456,开放赎回,--,2016-10-19,0.9950,13.92%
4236,,0.50%,1.2143,招商基金,招商招盛纯债C,暂停申购  ,32.49%,1.3230,jjpj,周欣宇,0.00,1.45%,1.83%,债券型,3453,开放赎回,--,2016-10-26,1.2144,3.69%
4237,,0.43%,1.0099,国泰基金,国泰润泰纯债债券,限大额  ,4.36%,1.0430,jjpj,韩哲昊,42.17,1.35%,2.08%,债券型,3457,开放赎回,--,2017-03-01,1.0100,4.11%
4238,,0.73%,1.0351,招商基金,招商招信纯债A,暂停申购  ,3.51%,1.0352,jjpj,许强,50.94,1.61%,1.48%,债券型,3450,暂停赎回,--,2017-03-10,1.0352,3.42%
4239,,0.65%,1.0104,招商基金,招商招通纯债C,开放申购  ,1.05%,1.0105,jjpj,周欣宇,0.00,1.60%,1.39%,债券型,3455,开放赎回,--,2016-10-20,1.0105,2.22%
4240,,0.52%,1.2210,招商基金,招商招盛纯债A,暂停申购  ,33.52%,1.3332,jjpj,周欣宇,112.75,1.50%,1.91%,债券型,3452,开放赎回,--,2016-10-26,1.2211,3.88%
4241,,0.66%,1.0247,招商基金,招商招通纯债A,开放申购  ,2.48%,1.0248,jjpj,周欣宇,0.55,1.64%,1.49%,债券型,3454,开放赎回,--,2016-10-20,1.0248,3.60%
4242,,0.52%,1.0331,招商基金,招商招惠纯债A,暂停申购  ,4.16%,1.0414,jjpj,周欣宇,63.05,1.50%,1.92%,债券型,3442,开放赎回,--,2016-12-07,1.0332,3.85%
4243,,0.59%,1.0051,中加基金,中加丰享纯债债券,限大额  ,5.34%,1.0532,jjpj,杨宇俊,60.75,1.57%,1.92%,债券型,3445,开放赎回,--,2016-11-11,1.0052,4.18%
4244,,-6.37%,1.2118,英大基金,英大睿鑫C,开放申购  ,19.85%,1.1985,jjpj,袁忠伟,2.61,-4.76%,0.64%,混合型,3447,开放赎回,--,2016-11-23,1.1985,17.41%
4245,,-6.51%,1.2250,英大基金,英大睿鑫A,开放申购  ,21.15%,1.2115,jjpj,袁忠伟,1.01,-4.88%,0.56%,混合型,3446,开放赎回,--,2016-11-23,1.2115,19.41%
4246,,0.56%,1.0168,招商基金,招商招华纯债A,开放申购  ,4.74%,1.0469,jjpj,周欣宇,5.00,1.57%,2.08%,债券型,3448,开放赎回,--,2016-12-21,1.0169,4.15%
4247,0.08%,-3.66%,1.1477,博时基金,博时鑫泽灵活配置混合C,限大额  (,13.10%,1.1310,jjpj,王曦,0.00,-0.35%,5.01%,混合型,3435,),--,2016-10-17,1.1310,13.10%
4248,0.08%,-3.66%,1.1477,博时基金,博时鑫泽灵活配置混合A,限大额  (,13.10%,1.1310,jjpj,王曦,4.53,-0.35%,5.11%,混合型,3434,),--,2016-10-17,1.1310,11.10%
4249,,0.54%,1.0161,招商基金,招商招享纯债A,限大额  ,3.91%,1.0387,jjpj,许强,100.10,1.58%,1.93%,债券型,3440,开放赎回,--,2017-03-17,1.0162,3.84%
4250,0.08%,0.20%,1.0241,博时基金,博时鑫丰混合C,限大额  (,6.04%,1.0600,jjpj,王曦,0.00,0.89%,1.96%,混合型,3437,),--,2016-12-21,1.0230,4.78%
4251,0.00%,-3.13%,1.0798,中信保诚基金,信诚至瑞灵活配置C,开放申购  ,7.29%,1.0729,jjpj,提云涛,0.42,-0.87%,2.44%,混合型,3433,开放赎回,--,2016-10-21,1.0729,6.99%
4252,,0.34%,1.0131,招商基金,招商招怡纯债C,限大额  ,4.02%,1.0397,jjpj,周欣宇,0.00,1.16%,1.96%,债券型,3439,开放赎回,--,2016-11-08,1.0132,3.87%
4253,,0.36%,1.0134,招商基金,招商招怡纯债A,限大额  ,4.31%,1.0425,jjpj,周欣宇,20.02,1.20%,2.03%,债券型,3438,开放赎回,--,2016-11-08,1.0135,4.07%
4254,,0.34%,1.1838,兴业基金,兴业14天理财B,开放申购  ,5.42%,4.37%,jjpj,徐莹,100.10,1.08%,2.09%,理财型,3431,开放赎回,--,2016-10-24,4.4340%,4.10%
4255,0.08%,0.20%,1.0251,博时基金,博时鑫丰混合A,限大额  (,6.35%,1.0630,jjpj,王曦,6.06,0.90%,2.16%,混合型,3436,),--,2016-12-21,1.0240,5.09%
4256,,0.59%,1.0059,兴业基金,中证兴业中高等级信用债指数,限大额  ,4.25%,1.0420,jjpj,杨逸君,79.74,1.60%,1.69%,债券指数,3429,开放赎回,--,2016-11-04,1.0190,3.62%
4257,0.08%,-3.14%,1.0813,中信保诚基金,信诚至瑞灵活配置A,开放申购  ,7.46%,1.0746,jjpj,提云涛,1.71,-0.85%,2.49%,混合型,3432,开放赎回,--,2016-10-21,1.0746,7.11%
4258,0.00%,0.51%,0.9832,江信基金,江信添福C,开放申购  ,-1.73%,0.9827,jjpj,杨淳,0.00,1.39%,-0.66%,债券型,3426,开放赎回,--,2016-11-02,0.9827,-0.06%
4259,,0.49%,1.0294,江信基金,江信洪福纯债,开放申购  ,5.78%,1.0570,jjpj,杨淳,5.13,1.60%,2.31%,债券型,3424,开放赎回,--,2016-12-07,1.0282,4.49%
4260,,0.33%,1.1729,兴业基金,兴业14天理财A,开放申购  ,5.40%,4.33%,jjpj,徐莹,0.48,1.07%,2.07%,理财型,3430,开放赎回,--,2016-10-24,4.3940%,4.10%
4261,,0.31%,1.0732,国寿安保基金,国寿安保添利货币A,限大额  ,5.29%,4.03%,jjpj,桑迎,0.15,1.02%,2.08%,货币型,3422,开放赎回,--,2016-12-27,4.0500%,4.28%
4262,,0.47%,1.0187,建信基金,建信恒远一年定开债,暂停申购  ,4.93%,1.0488,jjpj,朱虹,160.81,1.40%,1.74%,定开债券,3427,暂停赎回,--,2016-11-17,1.0188,3.67%
4263,,0.42%,1.0201,中欧基金,中欧弘安一年定期开放债券,暂停申购  ,3.14%,1.0312,jjpj,黄华,12.27,1.53%,1.29%,定开债券,3419,暂停赎回,--,2017-04-07,1.0202,--
4264,,0.84%,1.0187,中加基金,中加丰盈纯债债券,限大额  ,4.41%,1.0436,jjpj,杨宇俊,2.20,1.86%,2.08%,债券型,3428,开放赎回,--,2016-11-02,1.0188,4.44%
4265,0.05%,0.63%,0.9873,江信基金,江信添福A,开放申购  ,-1.26%,0.9874,jjpj,杨淳,3.41,1.52%,-0.46%,债券型,3425,开放赎回,--,2016-11-02,0.9874,0.38%
4266,,0.33%,1.1388,国寿安保基金,国寿安保添利货币B,限大额  ,5.60%,4.27%,jjpj,桑迎,274.64,1.08%,2.20%,货币型,3423,开放赎回,--,2016-12-27,4.3000%,4.53%
4267,,-2.17%,1.0218,泰达宏利基金,泰达宏利创金混合C,开放申购  ,6.61%,1.0660,jjpj,庄腾飞,5.08,0.07%,1.22%,混合型,3415,开放赎回,--,2016-09-29,1.0210,5.57%
4268,0.15%,-8.02%,0.8299,招商基金,招商财经大数据股票,开放申购  ,-17.27%,0.8273,jjpj,王平,0.30,-4.16%,-6.27%,股票型,3416,开放赎回,--,2016-11-02,0.8273,-14.61%
4269,0.15%,-8.09%,1.1768,华泰柏瑞基金,华泰柏瑞新经济沪港深混合,开放申购  ,15.52%,1.1552,jjpj,黄明仁,0.41,-8.69%,2.93%,混合型,3413,开放赎回,--,2016-11-25,1.1552,11.73%
4270,,-1.35%,0.9848,鹏华基金,鹏华弘康灵活配置混合C,开放申购  ,-1.62%,0.9838,jjpj,周恩源,0.00,-1.68%,-3.87%,混合型,3412,开放赎回,--,2016-09-29,0.9838,-1.70%
4271,,-1.33%,1.0209,鹏华基金,鹏华弘康灵活配置混合A,开放申购  ,1.98%,1.0198,jjpj,周恩源,4.74,-1.62%,-0.64%,混合型,3411,开放赎回,--,2016-09-29,1.0198,1.77%
4272,0.00%,-0.62%,1.0044,景顺长城基金,景顺景颐盛利C,开放申购  ,0.51%,1.0051,jjpj,毛从容,0.00,-0.49%,0.22%,债券型,3410,开放赎回,--,2016-10-13,1.0051,1.38%
4273,0.08%,-0.57%,1.0104,景顺长城基金,景顺长城景颐盛利债券A,开放申购  ,1.11%,1.0111,jjpj,毛从容,2.08,-0.36%,0.43%,债券型,3409,开放赎回,--,2016-10-13,1.0111,1.81%
4274,,-2.15%,1.0236,泰达宏利基金,泰达宏利创金混合A,开放申购  ,7.07%,1.0705,jjpj,庄腾飞,0.00,0.15%,1.37%,混合型,3414,开放赎回,--,2016-09-29,1.0225,5.87%
4275,0.08%,0.33%,1.0492,景顺长城基金,景顺长城景泰丰利纯债A,开放申购  ,4.93%,1.0493,jjpj,成念良,10.33,1.32%,1.97%,债券型,3407,开放赎回,--,2017-01-13,1.0493,4.29%
4276,0.00%,0.35%,2.3425,安信基金,安信活期宝货币A,限大额  (,5.43%,4.59%,jjpj,杨凯玮,10.94,1.08%,2.16%,货币型,3402,),--,2016-10-17,4.7640%,4.36%
4277,0.12%,-4.06%,1.0554,华商基金,华商瑞丰混合,开放申购  ,5.00%,1.0500,jjpj,张永志,0.51,-1.86%,-2.18%,混合型,3403,开放赎回,--,2017-03-01,1.0500,5.42%
4278,0.08%,0.58%,1.0303,南方基金,南方多元债券,暂停申购  ,3.04%,1.0304,jjpj,李璇,17.01,1.80%,1.35%,债券型,3406,开放赎回,--,2016-09-29,1.0304,3.43%
4279,0.00%,0.30%,1.0442,景顺长城基金,景顺长城景泰丰利纯债C,开放申购  ,4.43%,1.0443,jjpj,成念良,0.00,1.21%,1.76%,债券型,3408,开放赎回,--,2017-01-13,1.0443,3.87%
4280,,0.53%,1.0440,招商基金,招商稳盛定开混合C,暂停申购  ,4.27%,1.0427,jjpj,滕越,0.32,-0.58%,-0.68%,混合型,3405,暂停赎回,--,2016-11-10,1.0427,3.49%
4281,,0.57%,1.0513,招商基金,招商稳盛定开混合A,暂停申购  ,4.99%,1.0499,jjpj,滕越,3.73,-0.46%,-0.43%,混合型,3404,暂停赎回,--,2016-11-10,1.0499,4.03%
4282,,0.52%,1.0222,建信基金,建信恒瑞一年定开债,暂停申购  ,5.26%,1.0522,jjpj,李菁,161.21,1.48%,1.92%,定开债券,3400,暂停赎回,--,2016-11-16,1.0222,3.91%
4283,0.00%,0.29%,1.0451,太平基金,太平日日金货币A,开放申购  ,4.99%,3.87%,jjpj,吴超,0.01,0.97%,1.93%,货币型,3398,开放赎回,--,2016-11-04,3.7770%,3.83%
4284,0.08%,-3.97%,1.0234,工银瑞信基金,工银可转债债券,限大额  (,1.96%,1.0196,jjpj,张洋,2.92,0.51%,-1.37%,债券型,3401,),--,2016-12-14,1.0196,1.54%
4285,,-4.95%,1.4864,上海东方证券资产管理,东方红优享红利混合,暂停申购  ,46.91%,1.4691,jjpj,刚登峰,45.60,0.06%,12.98%,混合型,3396,开放赎回,--,2016-10-31,1.4691,34.40%
4286,0.00%,0.33%,1.1772,建信基金,建信天添益货币C,开放申购  ,5.87%,4.48%,jjpj,高珊,172.73,1.06%,2.15%,货币型,3393,开放赎回,--,2016-10-18,4.5520%,4.30%
4287,0.15%,-0.09%,1.0936,银华基金,银华体育文化灵活配置混合,开放申购  ,7.00%,1.0700,jjpj,周思聪,0.49,-3.69%,4.80%,混合型,3397,开放赎回,--,2016-11-17,1.0700,3.78%
4288,0.00%,0.33%,1.1772,建信基金,建信天添益货币A,开放申购  ,5.85%,4.48%,jjpj,陈建良,3.03,1.06%,2.15%,货币型,3391,开放赎回,--,2016-10-18,4.5520%,4.30%
4289,,0.59%,1.0200,建信基金,建信恒安一年定开债,暂停申购  ,5.06%,1.0501,jjpj,黎颖芳,156.17,1.56%,1.86%,定开债券,3394,暂停赎回,--,2016-11-08,1.0201,3.80%
4290,0.00%,0.31%,1.1137,太平基金,太平日日金货币B,开放申购  ,5.35%,4.12%,jjpj,吴超,64.72,1.03%,2.05%,货币型,3399,开放赎回,--,2016-11-04,4.0320%,4.09%
4291,0.08%,0.80%,1.0252,安信基金,安信尊享纯债,限大额  (,4.42%,1.0438,jjpj,张翼飞,33.10,2.04%,2.30%,债券型,3395,),--,2016-09-29,1.0253,4.13%
4292,0.00%,0.80%,1.0068,江信基金,江信一年定开,暂停申购  ,0.69%,1.0069,jjpj,郑昱,4.30,1.64%,-0.82%,定开债券,3390,暂停赎回,--,2017-04-17,1.0069,--
4293,,0.31%,1.1120,建信基金,建信天添益货币B,限大额  ,5.39%,4.23%,jjpj,陈建良,3.49,1.00%,2.01%,货币型,3392,开放赎回,--,2016-10-18,4.3020%,3.98%
4294,,0.07%,--,工银瑞信基金,工银全球美元债A美元现汇,限大额  ,0.14%,0.1462,jjpj,刘琦,1.37,0.14%,0.21%,QDII,3386,开放赎回,--,2017-01-23,0.1462,0.48%
4295,0.08%,0.68%,1.0030,金鹰基金,金鹰添盈纯债债券,开放申购  ,5.85%,1.0573,jjpj,黄艳芳,29.93,1.75%,2.06%,债券型,3384,开放赎回,--,2017-01-11,1.0031,5.06%
4296,,0.19%,0.3687,招商基金,招商招益宝货币A,限大额  ,3.45%,1.91%,jjpj,许强,0.01,0.89%,1.87%,货币型,3388,开放赎回,--,2017-02-23,1.8630%,3.40%
4297,,-0.22%,--,工银瑞信基金,工银全球美元债A人民币,限大额  ,-7.61%,0.9239,jjpj,刘琦,1.37,-3.86%,-4.18%,QDII,3385,开放赎回,--,2017-01-23,0.9239,-7.75%
4298,,-0.25%,--,工银瑞信基金,工银全球美元债C,限大额  ,-8.07%,0.9193,jjpj,刘琦,0.10,-3.97%,-4.39%,QDII,3387,开放赎回,--,2017-01-23,0.9193,-8.15%
4299,0.00%,0.52%,1.0403,民生加银基金,民生加银鑫享债券C,开放申购  ,4.86%,1.0483,jjpj,李慧鹏,0.00,1.64%,1.49%,债券型,3383,开放赎回,--,2016-10-31,1.0403,3.70%
4300,0.08%,0.52%,1.0423,民生加银基金,民生加银鑫享债券A,开放申购  ,5.06%,1.0503,jjpj,李慧鹏,19.12,1.44%,1.32%,债券型,3382,开放赎回,--,2016-10-31,1.0423,3.72%
4301,,0.20%,0.4348,招商基金,招商招益宝货币B,限大额  ,3.67%,2.15%,jjpj,许强,33.18,0.95%,1.99%,货币型,3389,开放赎回,--,2017-02-23,2.1100%,3.61%
4302,0.00%,1.61%,0.9387,广发基金,广发中债7-10年国开债指数C,开放申购  ,-6.13%,0.9388,jjpj,王予柯,0.04,2.31%,-0.83%,债券指数,3377,开放赎回,--,2016-09-26,0.9388,-0.83%
4303,0.15%,-5.20%,1.0826,泰康资产,泰康策略优选混合,开放申购  ,11.20%,1.1133,jjpj,桂跃强,8.31,-4.32%,2.04%,混合型,3378,开放赎回,--,2016-11-28,1.0723,7.38%
4304,0.08%,0.54%,1.0294,博时基金,博时裕信纯债债券,限大额  (,2.95%,1.0295,jjpj,陈凯杨,6.06,1.53%,0.63%,债券型,3381,),--,2016-10-25,1.0295,1.82%
4305,0.08%,-0.53%,1.0255,中信保诚基金,信诚至选混合A,限大额  (,6.69%,1.0664,jjpj,提云涛,6.11,0.84%,2.75%,混合型,3379,),--,2016-11-08,1.0244,6.27%
4306,0.00%,-0.55%,1.0250,中信保诚基金,信诚至选混合C,限大额  (,6.53%,1.0649,jjpj,提云涛,0.00,0.81%,2.69%,混合型,3380,),--,2016-11-08,1.0239,6.16%
4307,,-2.07%,1.0224,鹏华基金,鹏华兴合定期开放混合C,暂停申购  ,1.97%,1.0197,jjpj,李韵怡,0.97,-2.72%,0.51%,混合型,3368,暂停赎回,--,2016-09-27,1.0197,2.25%
4308,0.05%,1.66%,0.9505,广发基金,广发中债7-10年国开债指数A,开放申购  ,-4.95%,0.9506,jjpj,王予柯,3.39,2.41%,-0.63%,债券指数,3376,开放赎回,--,2016-09-26,0.9506,-0.46%
4309,,0.58%,1.0213,招商基金,招商招庆纯债C,开放申购  ,5.10%,1.0505,jjpj,周欣宇,0.00,1.54%,2.16%,债券型,3370,开放赎回,--,2016-10-18,1.0214,3.93%
4310,,0.59%,1.0217,招商基金,招商招庆纯债A,开放申购  ,5.38%,1.0533,jjpj,周欣宇,10.07,1.59%,2.24%,债券型,3369,开放赎回,--,2016-10-18,1.0218,4.13%
4311,,-5.27%,1.0116,大成基金,大成景禄灵活配置混合C,开放申购  ,0.39%,1.0039,jjpj,黄万青,0.01,-11.83%,-5.01%,混合型,3374,开放赎回,--,2016-09-29,1.0039,0.51%
4312,,-6.69%,1.0162,大成基金,大成景禄灵活配置混合A,开放申购  ,0.37%,1.0037,jjpj,黄万青,0.00,-11.75%,-4.80%,混合型,3373,开放赎回,--,2016-09-29,1.0037,0.44%
4313,,0.27%,1.1162,长江证券(上海),长江乐享货币C,开放申购  ,4.51%,3.59%,jjpj,漆志伟,31.91,0.88%,1.74%,货币型,3365,开放赎回,--,2016-10-26,3.6610%,3.45%
4314,,-2.02%,1.0317,鹏华基金,鹏华兴合定期开放混合A,暂停申购  ,2.90%,1.0290,jjpj,李韵怡,1.89,-2.58%,0.82%,混合型,3367,暂停赎回,--,2016-09-27,1.0290,2.88%
4315,0.15%,-4.36%,0.9842,浙商证券资管,浙商汇金中证转型成长指数,开放申购  ,-3.40%,0.9660,jjpj,宫幼林,0.76,-3.50%,-9.64%,股票指数,3366,开放赎回,--,2016-12-19,0.9660,-7.38%
4316,0.00%,-0.25%,1.0219,前海开源基金,前海开源瑞和债券C,开放申购  ,23.56%,1.2320,jjpj,刘静,0.44,0.88%,1.77%,债券型,3361,开放赎回,--,2017-03-30,1.0220,--
4317,0.00%,0.29%,1.1775,长江证券(上海),长江乐享货币A,开放申购  ,4.90%,3.84%,jjpj,漆志伟,0.03,0.94%,1.87%,货币型,3363,开放赎回,--,2016-10-26,3.9090%,3.71%
4318,0.08%,-0.22%,1.0256,前海开源基金,前海开源瑞和债券A,开放申购  ,3.08%,1.0307,jjpj,刘静,0.10,0.66%,1.52%,债券型,3360,开放赎回,--,2017-03-30,1.0257,--
4319,0.06%,-0.31%,--,国联安基金,国联安睿利定开混合,暂停申购  ,4.44%,1.0444,jjpj,侯慧娣,2.15,0.04%,0.74%,混合型,3362,暂停赎回,--,2016-12-01,1.0444,3.81%
4320,0.00%,0.31%,1.2431,长江证券(上海),长江乐享货币B,开放申购  ,5.22%,4.08%,jjpj,漆志伟,8.58,1.00%,1.99%,货币型,3364,开放赎回,--,2016-10-26,4.1520%,3.96%
4321,0.08%,1.43%,0.9379,易方达基金,易方达中债7-10年国开债指数,开放申购  ,-6.20%,0.9380,jjpj,张雅君,5.99,1.83%,-1.49%,债券指数,3358,开放赎回,--,2016-09-27,0.9380,-1.36%
4322,,6.11%,1.0272,大成基金,大成360互联网+大数据100C,开放申购  ,-9.05%,1.0250,jjpj,夏高,0.04,-1.06%,-12.17%,股票指数,3359,开放赎回,--,2017-01-18,1.0250,-18.00%
4323,,0.53%,1.0404,嘉实基金,嘉实稳祥纯债债券C,开放申购  ,4.05%,1.0405,jjpj,曲扬,1.33,1.52%,2.02%,债券型,3357,开放赎回,--,2016-09-14,1.0405,3.49%
4324,,-2.18%,0.9798,招商基金,招商稳荣定开混合C,暂停申购  ,-2.86%,0.9714,jjpj,康晶,0.02,-3.48%,-2.37%,混合型,3352,暂停赎回,--,2016-10-25,0.9714,-3.55%
4325,0.08%,-5.72%,1.0745,中信保诚基金,信诚至优灵活配置混合A,开放申购  ,6.86%,1.0686,jjpj,提云涛,0.77,-1.95%,1.49%,混合型,3353,开放赎回,--,2016-09-26,1.0686,6.21%
4326,0.00%,0.06%,1.0232,招商基金,招商稳祥定开灵活混合C,暂停申购  ,1.93%,1.0193,jjpj,康晶,0.36,-1.43%,-1.90%,混合型,3356,暂停赎回,--,2016-10-11,1.0193,1.28%
4327,0.10%,0.12%,1.0335,招商基金,招商稳祥定开灵活混合A,暂停申购  ,2.96%,1.0296,jjpj,康晶,1.86,-1.26%,-1.56%,混合型,3355,暂停赎回,--,2016-10-11,1.0296,2.00%
4328,0.00%,-5.73%,1.0709,中信保诚基金,信诚至优灵活配置混合C,开放申购  ,6.50%,1.0650,jjpj,提云涛,0.00,-1.97%,1.44%,混合型,3354,开放赎回,--,2016-09-26,1.0650,6.11%
4329,,-2.14%,0.9867,招商基金,招商稳荣定开混合A,暂停申购  ,-2.17%,0.9783,jjpj,康晶,3.41,-3.36%,-2.13%,混合型,3351,暂停赎回,--,2016-10-25,0.9783,-3.07%
4330,0.15%,-2.68%,--,广发基金,广发鑫盛18个月定开混合,暂停申购  ,2.58%,1.0258,jjpj,王小罡,2.68,-3.92%,-0.15%,混合型,3350,暂停赎回,--,2016-11-18,1.0258,1.80%
4331,0.06%,0.87%,1.0380,长信基金,长信稳益纯债,开放申购  ,3.81%,1.0381,jjpj,姜锡峰,10.66,1.80%,1.47%,债券型,3349,开放赎回,--,2016-10-26,1.0381,3.36%
4332,,-4.62%,1.0179,鹏华基金,鹏华弘惠灵活配置混合C,开放申购  ,1.25%,1.0125,jjpj,刘方正,1.01,-6.90%,-2.81%,混合型,3344,开放赎回,--,2016-09-27,1.0125,2.88%
4333,0.08%,0.46%,1.0438,工银瑞信基金,工银瑞盈18个月定开债,暂停申购  ,4.23%,1.0423,jjpj,刘琦,10.80,0.49%,1.13%,定开债券,3341,暂停赎回,--,2016-11-02,1.0423,3.99%
4334,0.02%,1.05%,0.9909,工银瑞信基金,工银国债纯债债券A,开放申购  ,-0.91%,0.9910,jjpj,张略钊,0.19,2.21%,0.41%,债券型,3342,开放赎回,--,2016-12-16,0.9910,-2.01%
4335,,0.53%,1.0085,南方基金,南方颐元定开债券发起式A,暂停申购  ,1.50%,1.0149,jjpj,陶铄,0.10,1.30%,0.84%,定开债券,3337,暂停赎回,--,2016-09-26,1.0086,2.46%
4336,,-4.62%,1.0238,鹏华基金,鹏华弘惠灵活配置混合A,开放申购  ,1.84%,1.0184,jjpj,刘方正,1.09,-6.66%,-2.53%,混合型,3343,开放赎回,--,2016-09-27,1.0184,3.32%
4337,0.00%,2.26%,--,华安基金,华安睿享定开混合C,暂停申购  ,-2.88%,0.9712,jjpj,胡宜斌,0.59,-0.68%,-1.45%,混合型,3340,暂停赎回,--,2016-11-02,0.9712,-2.50%
4338,1.00%,0.72%,1.0099,长江证券(上海),长江收益增强债券,开放申购  ,0.90%,1.0090,jjpj,漆志伟,2.01,0.98%,0.64%,债券型,3336,开放赎回,--,2016-10-17,1.0090,2.22%
4339,0.00%,-0.89%,0.9407,中融基金,中融融信双盈C,开放申购  ,-5.79%,0.9421,jjpj,沈潼,1.53,-0.81%,0.76%,债券型,3335,开放赎回,--,2016-11-02,0.9421,-2.70%
4340,0.12%,2.31%,--,华安基金,华安睿享定开混合A,暂停申购  ,-2.16%,0.9784,jjpj,贺涛,2.48,-0.55%,-1.13%,混合型,3339,暂停赎回,--,2016-11-02,0.9784,-1.96%
4341,0.08%,-0.87%,0.9461,中融基金,中融融信双盈A,开放申购  ,-5.25%,0.9475,jjpj,沈潼,0.85,-0.72%,0.96%,债券型,3334,开放赎回,--,2016-11-02,0.9475,-2.29%
4342,,-0.76%,1.0491,南方基金,南方荣发混合,暂停申购  ,4.80%,1.0480,jjpj,王啸,5.34,0.19%,0.87%,混合型,3332,暂停赎回,--,2016-11-08,1.0480,4.49%
4343,,0.53%,1.0085,南方基金,南方颐元定开债券发起式C,暂停申购  ,0.86%,1.0149,jjpj,陶铄,0.00,0.67%,0.21%,定开债券,3338,暂停赎回,--,2016-09-26,1.0086,1.82%
4344,,0.33%,--,博时基金,博时乐臻定开混合,暂停申购  ,0.98%,1.0098,jjpj,过钧,3.10,1.49%,3.09%,混合型,3331,暂停赎回,--,2016-09-29,1.0098,6.58%
4345,0.15%,-0.82%,0.9294,泰信基金,泰信智选成长混合,开放申购  ,-8.82%,0.9118,jjpj,朱志权,0.76,-3.87%,-9.86%,混合型,3333,开放赎回,--,2016-12-21,0.9118,-9.83%
4346,,-2.17%,--,招商基金,招商睿诚定开混合,暂停申购  ,8.55%,1.0856,jjpj,张韵,2.17,-1.19%,2.63%,混合型,3326,暂停赎回,--,2017-04-28,1.0856,--
4347,,0.64%,1.0258,万家基金,万家鑫璟纯债A,开放申购  ,5.58%,1.0549,jjpj,柳发超,5.00,1.66%,1.84%,债券型,3327,开放赎回,--,2016-09-18,1.0259,4.39%
4348,,0.53%,1.0077,万家基金,万家鑫安纯债债券C,开放申购  ,4.52%,1.0445,jjpj,柳发超,0.00,1.47%,1.68%,债券型,3330,开放赎回,--,2016-09-18,1.0078,3.72%
4349,0.00%,0.88%,1.0411,东方基金,东方永兴18个月定开债C,暂停申购  ,4.15%,1.0415,jjpj,吴萍萍,0.86,1.97%,1.98%,定开债券,3325,暂停赎回,--,2016-11-02,1.0415,4.01%
4350,0.06%,0.91%,1.0469,东方基金,东方永兴18个月定开债A,暂停申购  ,4.73%,1.0473,jjpj,吴萍萍,5.04,2.07%,2.18%,定开债券,3324,暂停赎回,--,2016-11-02,1.0473,4.43%
4351,,0.55%,1.0081,万家基金,万家鑫安纯债债券A,开放申购  ,4.87%,1.0478,jjpj,柳发超,151.85,1.54%,1.79%,债券型,3329,开放赎回,--,2016-09-18,1.0082,3.94%
4352,,0.62%,1.0251,万家基金,万家鑫璟纯债C,开放申购  ,5.20%,1.0512,jjpj,柳发超,0.00,1.61%,1.73%,债券型,3328,开放赎回,--,2016-09-18,1.0252,4.11%
4353,,3.69%,--,易方达基金,易方达原油A类美元汇,限大额  ,20.25%,0.1740,jjpj,张胜记,0.43,11.32%,25.81%,QDII,3322,开放赎回,--,2016-12-19,0.1740,27.19%
4354,0.00%,3.32%,--,易方达基金,易方达原油C类人民币,限大额  (,9.49%,1.0949,jjpj,张胜记,0.26,6.84%,20.54%,QDII,3321,),--,2016-12-19,1.0949,16.32%
4355,,3.65%,--,易方达基金,易方达原油C类美元汇,限大额  ,19.56%,0.1730,jjpj,张胜记,0.26,11.11%,25.45%,QDII,3323,开放赎回,--,2016-12-19,0.1730,26.55%
4356,0.10%,-0.70%,1.0538,建信基金,建信瑞丰添利混合A,开放申购  ,5.36%,1.0536,jjpj,朱建华,0.80,-1.04%,0.58%,混合型,3319,开放赎回,--,2016-11-01,1.0536,2.96%
4357,0.12%,-1.55%,0.9984,景顺长城基金,景顺中证500行业中性低波动,开放申购  ,-1.91%,0.9809,jjpj,徐喻军,1.78,-4.79%,-7.71%,股票指数,3318,开放赎回,--,2017-03-03,0.9809,-2.32%
4358,0.00%,0.32%,1.0770,中银国际证券,中银证券现金管家货币B,开放申购  ,5.20%,4.13%,jjpj,吴亮谷,55.02,1.06%,2.07%,货币型,3317,开放赎回,--,2016-12-07,4.1820%,4.12%
4359,0.00%,0.30%,1.0108,中银国际证券,中银证券现金管家货币A,开放申购  ,4.88%,3.88%,jjpj,吴亮谷,41.98,1.00%,1.95%,货币型,3316,开放赎回,--,2016-12-07,3.9310%,3.88%
4360,0.00%,-0.72%,1.0494,建信基金,建信瑞丰添利混合C,开放申购  ,4.92%,1.0492,jjpj,朱建华,0.12,-1.09%,0.47%,混合型,3320,开放赎回,--,2016-11-01,1.0492,2.67%
4361,0.06%,0.32%,1.0301,兴业基金,兴业启元一年定开债A,暂停申购  ,3.00%,1.0300,jjpj,丁进,0.82,1.28%,1.67%,定开债券,3309,暂停赎回,--,2016-10-27,1.0300,2.71%
